1,labels
skudai   3  i can closed my heart and my mind,[6]
i arrived at pennys doorstep tears streaming down my face,"[2, 4]"
he had a large going away party,[3]
ive spent tons of time in the desert in the forest camping hiking,[3]
 yes  i said the old mask of indifference placed on my face,[6]
anyway during a festival miles and miles from home i hear someone call out to a girl walking by rain,"[3, 5]"
we roll up to the drive thru and proceed to order nearly the entire dollar menu,[3]
immediately my throat tightens,[2]
all of the sudden i hear both of them scream bloody murder,"[2, 5]"
i will never forget that night,"[2, 4, 5]"
i was pretty disgusted,"[0, 2]"
i liked spending all my nights at home hula hooping and listening to pop music and laughing at jokes inside my head,[3]
i still cant figure it out,"[2, 4, 5]"
i blinked a few times and fought with myself to deny what i was seeing,"[2, 4, 5]"
naturally we freaked out,"[2, 5]"
jon and i decided to see how long it took for someone to notice the ring on my finger,"[3, 5]"
ugh i know for sure im a do my eyebrows,[3]
i finally managed to sit up on my hands and knees and glaring up at her,[0]
a tear bubbled at the corner of my eye and then slowly caressed my cheek,[4]
when we get out the shape is gone,"[2, 5]"
but my fingers were starting to go numb as well,[2]
i stand there for quite awhile just holding the thing with my back turned to the parents with absolutly nothing in front of me,[2]
i was angry at how she made me feel i was angry that my eyes were all puffy and bloodshot when i woke up i was angry that i had a cold shower,[0]
his front end was completely smashed in,"[2, 4, 5]"
just women i occasionally went out with but never anything serious,[4]
as i walked through the waiting area i could not believe my eyes at what i saw,[5]
this will get buried so it is probably for the best,[4]
im finally going to be going back to work havent been able to work because of my knee,"[2, 3, 4]"
i run the rough side of my hand down my stomach the way that you did,[3]
please feel free to comment any questions,[3]
i can even lift my arms above my head,[3]
i was so eager and excited to leave to the point i had butterflies in my stomach,[3]
the thing i neglect to mention though,"[2, 5]"
quite full in my heart actually for affirming this man so lovingly and fearlessly,[3]
the storm gets worse,[2]
blank i had a dull throbbing pain in my arm yesterday which i took painkillers for but ended up waking up at 400 am this morning with it still in pain,"[2, 4]"
there was nothing i could do all things were over tears were starting to flow from my eyes,"[2, 4]"
a week after turning in the paper i get an email from the professor saying i plagiarized the whole thing off wikipedia,"[0, 2, 4, 5]"
so many people from my family have seen someone in the reflection always in the same place matching the same description,"[2, 5]"
things are relatively quiet,[3]
all of it on top of my head,[2]
a nice way to get some items off my chest,[3]
i will lose sleep,"[2, 4]"
my sisters were scared,"[2, 4]"
all on my lonesome thanks for all the encouragement it was worth it i went on wednesday morning and it still hurts to sit down  raise my arms  move but especially my triceps,[4]
i couldnt put my finger on it,"[2, 5]"
then proceeded to duck and run past him into the female restroom,"[2, 5]"
all at once we play,[3]
my head aches my stomach isnt too happy my whole body hurts,"[2, 4]"
the latter sounds much more fun but i know i aint got time what with going to wales this weekend hypnotherapy coaching the weekend after as well as a birthday and the firms chrimbo pissup then christmas its not easy having a good time even smiling makes my face ache,[4]
a bee got into my pants and crawled all the way up my leg,"[2, 5]"
i could feel it running along my neck until it reached my shirt and soaked in,[2]
i also wrote down on a piece of paper you are fascinating,[3]
so i got up and tried him again,[2]
i went to an off broadway show which was a wedding,"[3, 5]"
theres a couple dead rats and the basement had a lot of old broken furniture,"[2, 4]"
he was admiring the tattoo on my forearm,[6]
i guess those 3 beers i drank down at 6 went straight to my head,[3]
i put on way more neosporin than i could possibly need and then about five bandaids layered over it because its at the outside of the first joint of my thumb,[2]
i spent most of it explaining  excusing my eyesclosed style,[3]
but anyway this house,[6]
it felt so real that i actually woke up,"[2, 5]"
the one attribute that stuck out most,[5]
a scar started to appear on my left palm low opposite my thumb,[2]
i sharted undigested bubble gum you guys,"[2, 3, 5]"
it was psychological torture,"[0, 2, 4]"
buried alone and sad,"[2, 4]"
just doing something this stupid as a kid,[4]
i had soup and applesauce with pudding for dessert,[3]
i have incredibly pale skin poor circulation in my lips and blonde eyebrows and eyelashes,[6]
and now my lips are sealed,[6]
my stomach even started giving me fits,"[2, 4]"
this one has haunted me for years,"[2, 4, 5]"
he got pretty fucking scared and started sprinting away from me,"[2, 5]"
later the police find the child naked and bleeding on the floor,"[0, 2, 4, 5]"
second time been together 6 mo,[3]
i will probably die never knowing more of him,"[2, 4]"
the trouble seeps into my head in my body im caught,"[2, 4]"
please excuse the spelling,[3]
i just sat there panting and wiping tears and mucus off my face,"[2, 4]"
it was sweet but when i woke up it taste bitter got some tears in my eyes,[4]
checked weather report checked space station schedule etc etc nothing that made sense,"[2, 4, 5]"
no kids were hurt,[3]
never saw them again,[4]
needless to say the plant died from her residual evil,"[0, 5]"
p look at my face its super chubby,[3]
i farted and a little nugget fell out onto the floor,"[3, 5]"
the few movies that i have watched since then i cried my eyes out,[4]
it grew louder and was soon joined by a field of light angling out above my head and over the chasm,[5]
not moving not menacing,[2]
my hands were very cold,[2]
now this was even more precious to my heart,[3]
our gmail accounts are one letter apart mine having an l in the middle for my middle initial,"[3, 5]"
moved into a new office and being an internet company it was important the internet worked,"[2, 3]"
the dyatlov pass incident,"[2, 5]"
i cried every time,[4]
then it suddenly stopped,"[2, 5]"
so no surgery due to blood clot because i have to take injections and pills to thin my blood way out so the clot doesnt break off and go to my lungs or brain,"[2, 4]"
i could feel my heart breaking into millions of pieces,[4]
this immediately scared me because usually my nerves are a wreck before a race,[2]
not a great first impression but we brush it off,"[0, 3]"
as my friend steve called for better directions and as he was getting them i fell again thinking i could break and quickly put my foot on the curb,"[2, 4]"
they also had to flush out my eyes  which i had had closed the entire time  cause they had glass in them,"[2, 4]"
crying my heart out loud because the guy i was pinning for had fallen for another girl,[4]
by the time tuesday afternoon came my brain was gone,"[2, 4]"
silence echoed in my head,"[2, 4]"
wishing i had triple a i stick out my thumb,[6]
i took offense to this because as a supervisor i wanted my team to be in good spirits and wanted them to love coming in to work and doing good things for the mission,[0]
late yesterday afternoon my shoulder began to ache,[2]
amanda and i carried the washer up with no problems but as we sat it down in the street my back gave out,"[2, 4]"
the black lady was completely offended and started screaming at us,"[0, 2, 5]"
ill explain myself,[2]
i was fine with even shades of impossibly bright red platinum blonde midnight black colors just not colors like teal purple blue green,[6]
 is it inappropriate that i cant get steve wonders  writings on the walls  out of my head now ,"[2, 3]"
